Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
31.5,62.3,32.9,Loamy,Sugarcane,38.9,2.9,3.6,Urea
36.4,58.5,56.0,Red,Cotton,15.6,8.9,28.8,14-35-14
28.2,54.1,65.4,Black,Cotton,42.6,2.7,7.1,Urea
26.9,56.2,69.7,Black,Cotton,39.6,3.3,2.8,Urea
31.6,65.7,59.1,Red,Cotton,7.6,10.7,29.2,14-35-14
35.8,70.8,37.5,Black,Oil seeds,8.1,10.3,43.9,DAP
37.6,67.7,30.3,Sandy,Barley,12.7,1.7,39.4,14-35-14
25.4,49.0,30.8,Sandy,Barley,15.6,14.1,15.5,17-17-17
39.3,69.3,34.6,Clayey,Paddy,13.3,4.8,43.4,DAP
32.2,65.8,28.8,Loamy,Sugarcane,11.2,3.7,44.1,DAP
30.1,55.5,56.3,Red,Cotton,9.0,4.7,13.2,20-20
31.7,61.1,37.8,Red,Pulses,21.4,1.3,23.5,28-28
38.4,67.0,31.3,Red,Tobacco,12.4,1.9,40.6,DAP
29.2,52.3,40.6,Sandy,Maize,42.8,3.1,5.5,Urea
33.5,67.3,33.8,Red,Tobacco,9.3,3.6,43.1,DAP
31.9,60.4,41.3,Clayey,Pulses,39.4,0.8,2.6,Urea
30.8,63.5,28.0,Loamy,Sugarcane,36.9,5.5,3.5,Urea
38.1,63.1,36.0,Red,Tobacco,9.4,0.6,36.8,DAP
36.4,70.6,34.5,Clayey,Paddy,12.4,1.3,45.7,DAP
29.1,53.8,33.1,Sandy,Ground Nuts,18.4,5.5,33.2,DAP
29.3,55.2,36.8,Sandy,Barley,12.9,9.4,10.2,17-17-17
29.7,55.2,45.4,Loamy,Wheat,13.9,3.5,37.3,DAP
32.8,67.6,54.4,Loamy,Sugarcane,15.2,14.7,11.6,17-17-17
25.4,55.4,48.2,Loamy,Wheat,23.7,2.8,16.6,28-28
25.1,48.7,24.8,Red,Ground Nuts,18.3,14.4,9.1,17-17-17
30.1,51.2,37.8,Sandy,Millets,13.4,0.9,18.9,28-28
27.0,53.2,31.4,Clayey,Pulses,13.9,4.5,13.2,20-20
26.7,53.2,37.9,Sandy,Barley,13.4,14.2,11.5,17-17-17
29.5,63.5,62.8,Loamy,Sugarcane,15.2,5.9,32.1,14-35-14
29.5,65.4,45.2,Black,Sugarcane,9.1,12.1,13.5,17-17-17
28.3,55.1,25.3,Clayey,Pulses,11.9,0.0,13.7,20-20
27.6,50.9,30.1,Red,Ground Nuts,16.7,15.3,14.4,17-17-17
31.0,60.2,35.8,Loamy,Sugarcane,40.1,3.3,3.6,Urea
31.4,63.8,39.6,Red,Pulses,22.9,3.5,20.0,28-28
26.9,53.2,49.6,Clayey,Paddy,33.8,2.9,5.3,Urea
31.6,57.4,38.8,Black,Millets,38.1,4.6,4.8,Urea
38.8,67.6,32.2,Sandy,Barley,16.3,5.1,33.6,14-35-14
30.7,54.0,37.7,Black,Millets,42.0,2.4,6.1,Urea
32.0,55.9,45.2,Clayey,Paddy,43.7,4.0,4.8,Urea
31.0,67.3,27.1,Loamy,Sugarcane,15.4,1.6,33.2,DAP
39.6,69.6,35.3,Black,Oil seeds,8.6,6.0,38.2,DAP
29.1,60.3,56.7,Loamy,Cotton,9.1,13.7,33.1,14-35-14
32.2,62.1,31.2,Clayey,Pulses,43.3,2.9,4.9,Urea
31.5,63.2,40.6,Clayey,Paddy,17.4,2.8,17.4,28-28
25.4,50.5,32.6,Sandy,Ground Nuts,13.2,3.8,40.6,DAP
30.0,55.4,31.3,Sandy,Barley,7.9,15.4,10.7,17-17-17
32.7,64.4,29.6,Red,Tobacco,28.9,2.0,27.8,28-28
28.7,63.9,56.2,Loamy,Cotton,7.0,7.6,32.6,14-35-14
31.8,58.7,33.9,Black,Millets,34.5,0.5,5.3,Urea
34.1,62.0,47.7,Loamy,Wheat,42.0,3.8,1.1,Urea
28.7,54.3,37.5,Black,Millets,43.8,4.9,3.0,Urea
27.1,53.9,28.3,Red,Ground Nuts,9.1,2.5,43.5,DAP
29.4,52.3,42.3,Loamy,Wheat,27.4,3.8,20.0,28-28
39.5,70.8,40.6,Clayey,Paddy,13.0,5.7,39.6,DAP
30.5,67.3,57.0,Red,Cotton,9.6,11.8,26.7,14-35-14
29.7,51.2,55.5,Loamy,Wheat,15.6,1.6,42.6,DAP
38.6,70.9,36.3,Clayey,Paddy,10.8,4.9,43.9,DAP
35.4,60.4,37.6,Red,Tobacco,28.4,0.4,23.7,28-28
30.1,56.1,40.5,Sandy,Maize,38.0,1.1,7.8,Urea
31.6,61.5,40.0,Clayey,Pulses,36.9,3.6,2.6,Urea
38.7,72.3,33.5,Black,Oil seeds,12.4,10.2,44.4,DAP
31.3,59.8,61.7,Red,Cotton,12.4,11.5,32.7,14-35-14
33.4,52.9,35.9,Sandy,Maize,27.0,2.5,25.8,28-28
29.0,56.1,55.1,Red,Cotton,10.1,4.0,10.4,20-20
32.0,55.2,49.6,Loamy,Wheat,10.3,5.1,39.0,DAP
26.9,51.2,33.6,Red,Ground Nuts,9.7,4.8,43.4,DAP
30.2,58.1,57.8,Loamy,Cotton,7.6,8.7,29.4,14-35-14
27.8,52.3,35.9,Sandy,Maize,31.5,3.7,4.3,Urea
31.8,63.0,61.8,Black,Cotton,7.8,10.3,34.5,14-35-14
39.4,70.9,34.3,Black,Oil seeds,12.4,8.4,43.5,DAP
30.8,59.9,52.6,Black,Sugarcane,11.1,12.7,10.9,17-17-17
29.2,51.7,32.3,Red,Ground Nuts,13.6,17.0,9.8,17-17-17
32.3,62.7,40.3,Clayey,Pulses,44.8,2.7,7.2,Urea
25.0,55.2,59.2,Red,Cotton,10.2,2.8,6.2,20-20
29.0,64.7,47.7,Black,Sugarcane,12.8,11.8,10.2,17-17-17
